Notes,Age,Age Code,Vaccine Type,Vaccine Type Code,Sex,Sex Code,Events Reported,Percent
Total,3-5 years,5-Mar,"INFLUENZA VIRUS VACCINE, QUADRIVALENT, RECOMBINANT (INJECTED)",FLUR4(SEASONAL),,,26,0.00%
,3-5 years,5-Mar,"INFLUENZA VIRUS VACCINE, TRIVALENT (INJECTED)",FLU3(SEASONAL),Female,F,1274,0.19%
,3-5 years,5-Mar,"INFLUENZA VIRUS VACCINE, TRIVALENT (INJECTED)",FLU3(SEASONAL),Male,M,1582,0.23%
,3-5 years,5-Mar,"INFLUENZA VIRUS VACCINE, TRIVALENT (INJECTED)",FLU3(SEASONAL),Unknown,U,79,0.01%
Total,3-5 years,5-Mar,"INFLUENZA VIRUS VACCINE, TRIVALENT (INJECTED)",FLU3(SEASONAL),,,2935,0.43%
,3-5 years,5-Mar,"INFLUENZA VIRUS VACCINE, TRIVALENT (INTRANASAL SPRAY)",FLUN3(SEASONAL),Female,F,538,0.08%
,3-5 years,5-Mar,"INFLUENZA VIRUS VACCINE, TRIVALENT (INTRANASAL SPRAY)",FLUN3(SEASONAL),Male,M,526,0.08%
,3-5 years,5-Mar,"INFLUENZA VIRUS VACCINE, TRIVALENT (INTRANASAL SPRAY)",FLUN3(SEASONAL),Unknown,U,26,0.00%
Total,3-5 years,5-Mar,"INFLUENZA VIRUS VACCINE, TRIVALENT (INTRANASAL SPRAY)",FLUN3(SEASONAL),,,1090,0.16%
,3-5 years,5-Mar,"INFLUENZA VIRUS VACCINE, TRIVALENT, ADJUVANT (INJECTED)",FLUA3(SEASONAL),Female,F,1,0.00%
,3-5 years,5-Mar,"INFLUENZA VIRUS VACCINE, TRIVALENT, ADJUVANT (INJECTED)",FLUA3(SEASONAL),Male,M,5,0.00%
Total,3-5 years,5-Mar,"INFLUENZA VIRUS VACCINE, TRIVALENT, ADJUVANT (INJECTED)",FLUA3(SEASONAL),,,6,0.00%
,3-5 years,5-Mar,"INFLUENZA VIRUS VACCINE, TRIVALENT, CELL-CULTURE-DERIVED (INJECTED)",FLUC3(SEASONAL),Female,F,5,0.00%
,3-5 years,5-Mar,"INFLUENZA VIRUS VACCINE, TRIVALENT, CELL-CULTURE-DERIVED (INJECTED)",FLUC3(SEASONAL),Male,M,11,0.00%
,3-5 years,5-Mar,"INFLUENZA VIRUS VACCINE, TRIVALENT, CELL-CULTURE-DERIVED (INJECTED)",FLUC3(SEASONAL),Unknown,U,1,0.00%
Total,3-5 years,5-Mar,"INFLUENZA VIRUS VACCINE, TRIVALENT, CELL-CULTURE-DERIVED (INJECTED)",FLUC3(SEASONAL),,,17,0.00%
,3-5 years,5-Mar,"INFLUENZA VIRUS VACCINE, TRIVALENT, RECOMBINANT (INJECTED)",FLUR3(SEASONAL),Male,M,2,0.00%
Total,3-5 years,5-Mar,"INFLUENZA VIRUS VACCINE, TRIVALENT, RECOMBINANT (INJECTED)",FLUR3(SEASONAL),,,2,0.00%
,3-5 years,5-Mar,"INFLUENZA(H1N1) MONOVALENT, UNKNOWN MANUFACTURER",FLUX(H1N1),Female,F,58,0.01%
,3-5 years,5-Mar,"INFLUENZA(H1N1) MONOVALENT, UNKNOWN MANUFACTURER",FLUX(H1N1),Male,M,54,0.01%
,3-5 years,5-Mar,"INFLUENZA(H1N1) MONOVALENT, UNKNOWN MANUFACTURER",FLUX(H1N1),Unknown,U,1,0.00%
Total,3-5 years,5-Mar,"INFLUENZA(H1N1) MONOVALENT, UNKNOWN MANUFACTURER",FLUX(H1N1),,,113,0.02%
,3-5 years,5-Mar,JAPANESE ENCEPHALITIS VIRUS VACCINE,JEV,Female,F,5,0.00%
Total,3-5 years,5-Mar,JAPANESE ENCEPHALITIS VIRUS VACCINE,JEV,,,5,0.00%
,3-5 years,5-Mar,JAPANESE ENCEPHALITIS VIRUS VACCINE (NO BRAND NAME),JEVX,Female,F,1,0.00%
Total,3-5 years,5-Mar,JAPANESE ENCEPHALITIS VIRUS VACCINE (NO BRAND NAME),JEVX,,,1,0.00%
,3-5 years,5-Mar,"JAPANESE ENCEPHALITIS VIRUS VACCINE, INACTIVATED, ADSORBED",JEV1,Female,F,1,0.00%
,3-5 years,5-Mar,"JAPANESE ENCEPHALITIS VIRUS VACCINE, INACTIVATED, ADSORBED",JEV1,Male,M,1,0.00%
Total,3-5 years,5-Mar,"JAPANESE ENCEPHALITIS VIRUS VACCINE, INACTIVATED, ADSORBED",JEV1,,,2,0.00%
,3-5 years,5-Mar,LYME VACCINE (LYMERIX),LYME,Female,F,2,0.00%
Total,3-5 years,5-Mar,LYME VACCINE (LYMERIX),LYME,,,2,0.00%
,3-5 years,5-Mar,"MEASLES AND MUMPS VIRUS VACCINE, LIVE",MM,Female,F,11,0.00%
,3-5 years,5-Mar,"MEASLES AND MUMPS VIRUS VACCINE, LIVE",MM,Male,M,9,0.00%
Total,3-5 years,5-Mar,"MEASLES AND MUMPS VIRUS VACCINE, LIVE",MM,,,20,0.00%
,3-5 years,5-Mar,MEASLES AND RUBELLA VACCINE,MER,Female,F,12,0.00%
,3-5 years,5-Mar,MEASLES AND RUBELLA VACCINE,MER,Male,M,12,0.00%
,3-5 years,5-Mar,MEASLES AND RUBELLA VACCINE,MER,Unknown,U,1,0.00%
Total,3-5 years,5-Mar,MEASLES AND RUBELLA VACCINE,MER,,,25,0.00%
,3-5 years,5-Mar,MEASLES VACCINE,MEA,Female,F,16,0.00%
,3-5 years,5-Mar,MEASLES VACCINE,MEA,Male,M,16,0.00%
Total,3-5 years,5-Mar,MEASLES VACCINE,MEA,,,32,0.00%
,3-5 years,5-Mar,"MEASLES, MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MMR,Female,F,10907,1.61%
,3-5 years,5-Mar,"MEASLES, MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MMR,Male,M,12090,1.78%
,3-5 years,5-Mar,"MEASLES, MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MMR,Unknown,U,399,0.06%
Total,3-5 years,5-Mar,"MEASLES, MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MMR,,,23396,3.45%
,3-5 years,5-Mar,"MEASLES, MUMPS, RUBELLA, AND VARICELLA VACCINE (PROQUAD)",MMRV,Female,F,2578,0.38%
,3-5 years,5-Mar,"MEASLES, MUMPS, RUBELLA, AND VARICELLA VACCINE (PROQUAD)",MMRV,Male,M,2734,0.40%
,3-5 years,5-Mar,"MEASLES, MUMPS, RUBELLA, AND VARICELLA VACCINE (PROQUAD)",MMRV,Unknown,U,591,0.09%
Total,3-5 years,5-Mar,"MEASLES, MUMPS, RUBELLA, AND VARICELLA VACCINE (PROQUAD)",MMRV,,,5903,0.87%
,3-5 years,5-Mar,MENINGOCOCCAL B VACCINE,MENB,Female,F,1,0.00%
,3-5 years,5-Mar,MENINGOCOCCAL B VACCINE,MENB,Male,M,1,0.00%
Total,3-5 years,5-Mar,MENINGOCOCCAL B VACCINE,MENB,,,2,0.00%
,3-5 years,5-Mar,MENINGOCOCCAL GROUPS C AND Y + HAEMOPHILUS B TETANUS TOXOID CONJUGATE VACCINE,MENHIB,Male,M,1,0.00%
Total,3-5 years,5-Mar,MENINGOCOCCAL GROUPS C AND Y + HAEMOPHILUS B TETANUS TOXOID CONJUGATE VACCINE,MENHIB,,,1,0.00%
,3-5 years,5-Mar,MENINGOCOCCAL POLYSACCHARIDE VACCINE,MEN,Female,F,22,0.00%
,3-5 years,5-Mar,MENINGOCOCCAL POLYSACCHARIDE VACCINE,MEN,Male,M,19,0.00%
Total,3-5 years,5-Mar,MENINGOCOCCAL POLYSACCHARIDE VACCINE,MEN,,,41,0.01%
,3-5 years,5-Mar,MENINGOCOCCAL VACCINE (MENACTRA),MNQ,Female,F,33,0.00%
,3-5 years,5-Mar,MENINGOCOCCAL VACCINE (MENACTRA),MNQ,Male,M,33,0.00%
,3-5 years,5-Mar,MENINGOCOCCAL VACCINE (MENACTRA),MNQ,Unknown,U,4,0.00%
Total,3-5 years,5-Mar,MENINGOCOCCAL VACCINE (MENACTRA),MNQ,,,70,0.01%
,3-5 years,5-Mar,"MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MUR,Female,F,1,0.00%
,3-5 years,5-Mar,"MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MUR,Male,M,1,0.00%
Total,3-5 years,5-Mar,"MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MUR,,,2,0.00%
,3-5 years,5-Mar,"MUMPS VIRUS VACCINE, LIVE",MU,Female,F,3,0.00%
,3-5 years,5-Mar,"MUMPS VIRUS VACCINE, LIVE",MU,Male,M,8,0.00%
Total,3-5 years,5-Mar,"MUMPS VIRUS VACCINE, LIVE",MU,,,11,0.00%
,3-5 years,5-Mar,"PERTUSSIS, ADSORBED VACCINE",PER,Female,F,1,0.00%
,3-5 years,5-Mar,"PERTUSSIS, ADSORBED VACCINE",PER,Male,M,2,0.00%
Total,3-5 years,5-Mar,"PERTUSSIS, ADSORBED VACCINE",PER,,,3,0.00%
,3-5 years,5-Mar,"PNEUMOCOCCAL VACCINE, POLYVALENT",PPV,Female,F,203,0.03%
,3-5 years,5-Mar,"PNEUMOCOCCAL VACCINE, POLYVALENT",PPV,Male,M,247,0.04%
,3-5 years,5-Mar,"PNEUMOCOCCAL VACCINE, POLYVALENT",PPV,Unknown,U,6,0.00%
Total,3-5 years,5-Mar,"PNEUMOCOCCAL VACCINE, POLYVALENT",PPV,,,456,0.07%
,3-5 years,5-Mar,"PNEUMOCOCCAL, 10-VALENT VACCINE (SYNFLORIX)",PNC10,Male,M,1,0.00%
Total,3-5 years,5-Mar,"PNEUMOCOCCAL, 10-VALENT VACCINE (SYNFLORIX)",PNC10,,,1,0.00%
,3-5 years,5-Mar,"PNEUMOCOCCAL, 13-VALENT VACCINE (PREVNAR)",PNC13,Female,F,686,0.10%
,3-5 years,5-Mar,"PNEUMOCOCCAL, 13-VALENT VACCINE (PREVNAR)",PNC13,Male,M,684,0.10%
,3-5 years,5-Mar,"PNEUMOCOCCAL, 13-VALENT VACCINE (PREVNAR)",PNC13,Unknown,U,17,0.00%
Total,3-5 years,5-Mar,"PNEUMOCOCCAL, 13-VALENT VACCINE (PREVNAR)",PNC13,,,1387,0.20%
,3-5 years,5-Mar,"PNEUMOCOCCAL, 7-VALENT VACCINE (PREVNAR)",PNC,Female,F,557,0.08%
,3-5 years,5-Mar,"PNEUMOCOCCAL, 7-VALENT VACCINE (PREVNAR)",PNC,Male,M,591,0.09%
,3-5 years,5-Mar,"PNEUMOCOCCAL, 7-VALENT VACCINE (PREVNAR)",PNC,Unknown,U,13,0.00%
Total,3-5 years,5-Mar,"PNEUMOCOCCAL, 7-VALENT VACCINE (PREVNAR)",PNC,,,1161,0.17%
,3-5 years,5-Mar,POLIOVIRUS VACCINE INACTIVATED,IPV,Female,F,8206,1.21%
,3-5 years,5-Mar,POLIOVIRUS VACCINE INACTIVATED,IPV,Male,M,9012,1.33%
,3-5 years,5-Mar,POLIOVIRUS VACCINE INACTIVATED,IPV,Unknown,U,172,0.03%
Total,3-5 years,5-Mar,POLIOVIRUS VACCINE INACTIVATED,IPV,,,17390,2.56%
,3-5 years,5-Mar,"POLIOVIRUS VACCINE TRIVALENT, LIVE, ORAL",OPV,Female,F,2296,0.34%
,3-5 years,5-Mar,"POLIOVIRUS VACCINE TRIVALENT, LIVE, ORAL",OPV,Male,M,2478,0.37%
,3-5 years,5-Mar,"POLIOVIRUS VACCINE TRIVALENT, LIVE, ORAL",OPV,Unknown,U,32,0.00%
Total,3-5 years,5-Mar,"POLIOVIRUS VACCINE TRIVALENT, LIVE, ORAL",OPV,,,4806,0.71%
,3-5 years,5-Mar,RABIES VIRUS VACCINE,RAB,Female,F,26,0.00%
,3-5 years,5-Mar,RABIES VIRUS VACCINE,RAB,Male,M,38,0.01%
,3-5 years,5-Mar,RABIES VIRUS VACCINE,RAB,Unknown,U,5,0.00%
Total,3-5 years,5-Mar,RABIES VIRUS VACCINE,RAB,,,69,0.01%
,3-5 years,5-Mar,ROTAVIRUS (NO BRAND NAME),RVX,Female,F,1,0.00%
,3-5 years,5-Mar,ROTAVIRUS (NO BRAND NAME),RVX,Male,M,1,0.00%
Total,3-5 years,5-Mar,ROTAVIRUS (NO BRAND NAME),RVX,,,2,0.00%
,3-5 years,5-Mar,ROTAVIRUS VACCINE (ROTASHIELD),RV,Female,F,1,0.00%
Total,3-5 years,5-Mar,ROTAVIRUS VACCINE (ROTASHIELD),RV,,,1,0.00%
,3-5 years,5-Mar,"ROTAVIRUS VACCINE, LIVE, ORAL, PENTAVALENT",RV5,Female,F,16,0.00%
,3-5 years,5-Mar,"ROTAVIRUS VACCINE, LIVE, ORAL, PENTAVALENT",RV5,Male,M,13,0.00%
,3-5 years,5-Mar,"ROTAVIRUS VACCINE, LIVE, ORAL, PENTAVALENT",RV5,Unknown,U,6,0.00%
Total,3-5 years,5-Mar,"ROTAVIRUS VACCINE, LIVE, ORAL, PENTAVALENT",RV5,,,35,0.01%
,3-5 years,5-Mar,RUBELLA VACCINE,RUB,Female,F,6,0.00%
,3-5 years,5-Mar,RUBELLA VACCINE,RUB,Male,M,5,0.00%
Total,3-5 years,5-Mar,RUBELLA VACCINE,RUB,,,11,0.00%
,3-5 years,5-Mar,SMALLPOX VACCINE,SMALL,Female,F,5,0.00%
,3-5 years,5-Mar,SMALLPOX VACCINE,SMALL,Male,M,4,0.00%
,3-5 years,5-Mar,SMALLPOX VACCINE,SMALL,Unknown,U,1,0.00%
Total,3-5 years,5-Mar,SMALLPOX VACCINE,SMALL,,,10,0.00%
,3-5 years,5-Mar,TETANUS AND DIPHTHERIA TOXOIDS AND ACELLULAR PERTUSSIS VACCINE (BOOSTRIX/ADACEL),TDAP,Female,F,123,0.02%
,3-5 years,5-Mar,TETANUS AND DIPHTHERIA TOXOIDS AND ACELLULAR PERTUSSIS VACCINE (BOOSTRIX/ADACEL),TDAP,Male,M,123,0.02%
,3-5 years,5-Mar,TETANUS AND DIPHTHERIA TOXOIDS AND ACELLULAR PERTUSSIS VACCINE (BOOSTRIX/ADACEL),TDAP,Unknown,U,26,0.00%
Total,3-5 years,5-Mar,TETANUS AND DIPHTHERIA TOXOIDS AND ACELLULAR PERTUSSIS VACCINE (BOOSTRIX/ADACEL),TDAP,,,272,0.04%
,3-5 years,5-Mar,"TETANUS AND DIPHTHERIA TOXOIDS, ADULT",TD,Female,F,30,0.00%
,3-5 years,5-Mar,"TETANUS AND DIPHTHERIA TOXOIDS, ADULT",TD,Male,M,38,0.01%
,3-5 years,5-Mar,"TETANUS AND DIPHTHERIA TOXOIDS, ADULT",TD,Unknown,U,3,0.00%
Total,3-5 years,5-Mar,"TETANUS AND DIPHTHERIA TOXOIDS, ADULT",TD,,,71,0.01%
,3-5 years,5-Mar,TETANUS TOXOID,TTOX,Female,F,18,0.00%
,3-5 years,5-Mar,TETANUS TOXOID,TTOX,Male,M,9,0.00%
Total,3-5 years,5-Mar,TETANUS TOXOID,TTOX,,,27,0.00%
,3-5 years,5-Mar,"TETANUS, DIPHTHERIA AND ACELLULAR PERTUSSIS, AND INACTIVATED POLIO VIRUS",TDAPIPV,Female,F,3,0.00%
,3-5 years,5-Mar,"TETANUS, DIPHTHERIA AND ACELLULAR PERTUSSIS, AND INACTIVATED POLIO VIRUS",TDAPIPV,Male,M,1,0.00%
Total,3-5 years,5-Mar,"TETANUS, DIPHTHERIA AND ACELLULAR PERTUSSIS, AND INACTIVATED POLIO VIRUS",TDAPIPV,,,4,0.00%
,3-5 years,5-Mar,TETRAMUNE,DTAPH,Female,F,29,0.00%
,3-5 years,5-Mar,TETRAMUNE,DTAPH,Male,M,36,0.01%
Total,3-5 years,5-Mar,TETRAMUNE,DTAPH,,,65,0.01%
,3-5 years,5-Mar,TYPHOID VACCINE,TYP,Female,F,33,0.00%
,3-5 years,5-Mar,TYPHOID VACCINE,TYP,Male,M,38,0.01%
,3-5 years,5-Mar,TYPHOID VACCINE,TYP,Unknown,U,1,0.00%
Total,3-5 years,5-Mar,TYPHOID VACCINE,TYP,,,72,0.01%
,3-5 years,5-Mar,VARIVAX-VARICELLA VIRUS LIVE,VARCEL,Female,F,6485,0.96%
,3-5 years,5-Mar,VARIVAX-VARICELLA VIRUS LIVE,VARCEL,Male,M,6575,0.97%
,3-5 years,5-Mar,VARIVAX-VARICELLA VIRUS LIVE,VARCEL,Unknown,U,781,0.12%
Total,3-5 years,5-Mar,VARIVAX-VARICELLA VIRUS LIVE,VARCEL,,,13841,2.04%
,3-5 years,5-Mar,YELLOW FEVER VACCINE,YF,Female,F,9,0.00%
,3-5 years,5-Mar,YELLOW FEVER VACCINE,YF,Male,M,21,0.00%
Total,3-5 years,5-Mar,YELLOW FEVER VACCINE,YF,,,30,0.00%
,3-5 years,5-Mar,ZOSTER VACCINE,VARZOS,Female,F,60,0.01%
,3-5 years,5-Mar,ZOSTER VACCINE,VARZOS,Male,M,72,0.01%
,3-5 years,5-Mar,ZOSTER VACCINE,VARZOS,Unknown,U,44,0.01%
Total,3-5 years,5-Mar,ZOSTER VACCINE,VARZOS,,,176,0.03%
,3-5 years,5-Mar,UNKNOWN VACCINES,UNK,Female,F,191,0.03%
,3-5 years,5-Mar,UNKNOWN VACCINES,UNK,Male,M,174,0.03%
,3-5 years,5-Mar,UNKNOWN VACCINES,UNK,Unknown,U,8,0.00%
Total,3-5 years,5-Mar,UNKNOWN VACCINES,UNK,,,373,0.05%
Total,3-5 years,5-Mar,,,,,120874,17.82%
,6-17 years,17-Jun,"ADENOVIRUS TYPE 4 &7 VACCINE, LIVE ORAL",ADEN_4_7,Female,F,2,0.00%
,6-17 years,17-Jun,"ADENOVIRUS TYPE 4 &7 VACCINE, LIVE ORAL",ADEN_4_7,Male,M,3,0.00%
Total,6-17 years,17-Jun,"ADENOVIRUS TYPE 4 &7 VACCINE, LIVE ORAL",ADEN_4_7,,,5,0.00%
,6-17 years,17-Jun,ADENOVIRUS VACCINE LIVE ORAL TYPE 7,ADEN,Male,M,1,0.00%
Total,6-17 years,17-Jun,ADENOVIRUS VACCINE LIVE ORAL TYPE 7,ADEN,,,1,0.00%
,6-17 years,17-Jun,ANTHRAX VACCINE,ANTH,Female,F,3,0.00%
,6-17 years,17-Jun,ANTHRAX VACCINE,ANTH,Male,M,4,0.00%
Total,6-17 years,17-Jun,ANTHRAX VACCINE,ANTH,,,7,0.00%
,6-17 years,17-Jun,BACILLUS CALMETTE-GUERIN VACCINE,BCG,Female,F,7,0.00%
,6-17 years,17-Jun,BACILLUS CALMETTE-GUERIN VACCINE,BCG,Male,M,3,0.00%
Total,6-17 years,17-Jun,BACILLUS CALMETTE-GUERIN VACCINE,BCG,,,10,0.00%
,6-17 years,17-Jun,CENTRAL EUROPEAN ENCEPHALITIS,CEE,Male,M,1,0.00%
Total,6-17 years,17-Jun,CENTRAL EUROPEAN ENCEPHALITIS,CEE,,,1,0.00%
,6-17 years,17-Jun,CHOLERA VACCINE,CHOL,Female,F,4,0.00%
,6-17 years,17-Jun,CHOLERA VACCINE,CHOL,Male,M,8,0.00%
Total,6-17 years,17-Jun,CHOLERA VACCINE,CHOL,,,12,0.00%
,6-17 years,17-Jun,COMVAX,HBHEPB,Female,F,20,0.00%
,6-17 years,17-Jun,COMVAX,HBHEPB,Male,M,10,0.00%
,6-17 years,17-Jun,COMVAX,HBHEPB,Unknown,U,1,0.00%
Total,6-17 years,17-Jun,COMVAX,HBHEPB,,,31,0.00%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS ACELLULAR PERTUSSIS POLIOVIRUS INACTIVATED  HAEMOPHILUS INFLUENZA B AND HEPATITIS B VACCINE (HEXAVAX),6VAX-F,Female,F,3,0.00%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS ACELLULAR PERTUSSIS POLIOVIRUS INACTIVATED  HAEMOPHILUS INFLUENZA B AND HEPATITIS B VACCINE (HEXAVAX),6VAX-F,Male,M,1,0.00%
Total,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS ACELLULAR PERTUSSIS POLIOVIRUS INACTIVATED  HAEMOPHILUS INFLUENZA B AND HEPATITIS B VACCINE (HEXAVAX),6VAX-F,,,4,0.00%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE,DTAP,Female,F,1137,0.17%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE,DTAP,Male,M,1271,0.19%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE,DTAP,Unknown,U,88,0.01%
Total,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE,DTAP,,,2496,0.37%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE  + INACTIVATED POLIOVIRUS VACCINE    ,DTAPIPV,Female,F,138,0.02%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE  + INACTIVATED POLIOVIRUS VACCINE    ,DTAPIPV,Male,M,167,0.02%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE  + INACTIVATED POLIOVIRUS VACCINE    ,DTAPIPV,Unknown,U,22,0.00%
Total,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE  + INACTIVATED POLIOVIRUS VACCINE    ,DTAPIPV,,,327,0.05%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + HEPATITIS B + INACTIVATED POLIOVIRUS VACCINE ,DTAPHEPBIP,Female,F,82,0.01%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + HEPATITIS B + INACTIVATED POLIOVIRUS VACCINE ,DTAPHEPBIP,Male,M,70,0.01%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + HEPATITIS B + INACTIVATED POLIOVIRUS VACCINE ,DTAPHEPBIP,Unknown,U,10,0.00%
Total,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + HEPATITIS B + INACTIVATED POLIOVIRUS VACCINE ,DTAPHEPBIP,,,162,0.02%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + INACTIVATED POLIOVIRUS VACCINE + HAEMOPHILUS B CONJUGATE VACCINE,DTAPIPVHIB,Female,F,14,0.00%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + INACTIVATED POLIOVIRUS VACCINE + HAEMOPHILUS B CONJUGATE VACCINE,DTAPIPVHIB,Male,M,10,0.00%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + INACTIVATED POLIOVIRUS VACCINE + HAEMOPHILUS B CONJUGATE VACCINE,DTAPIPVHIB,Unknown,U,4,0.00%
Total,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + INACTIVATED POLIOVIRUS VACCINE + HAEMOPHILUS B CONJUGATE VACCINE,DTAPIPVHIB,,,28,0.00%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND PERTUSSIS VACCINE,DTP,Female,F,196,0.03%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND PERTUSSIS VACCINE,DTP,Male,M,215,0.03%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND PERTUSSIS VACCINE,DTP,Unknown,U,10,0.00%
Total,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS AND PERTUSSIS VACCINE,DTP,,,421,0.06%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS PERTUSSIS AND HAEMOPHILUS INFLUENZA B VACCINE (HEXAVAX),DTPHIB,Female,F,17,0.00%
,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS PERTUSSIS AND HAEMOPHILUS INFLUENZA B VACCINE (HEXAVAX),DTPHIB,Male,M,20,0.00%
Total,6-17 years,17-Jun,DIPHTHERIA AND TETANUS TOXOIDS PERTUSSIS AND HAEMOPHILUS INFLUENZA B VACCINE (HEXAVAX),DTPHIB,,,37,0.01%
,6-17 years,17-Jun,"DIPHTHERIA AND TETANUS TOXOIDS, PEDIATRIC",DT,Female,F,257,0.04%
,6-17 years,17-Jun,"DIPHTHERIA AND TETANUS TOXOIDS, PEDIATRIC",DT,Male,M,244,0.04%
,6-17 years,17-Jun,"DIPHTHERIA AND TETANUS TOXOIDS, PEDIATRIC",DT,Unknown,U,5,0.00%
Total,6-17 years,17-Jun,"DIPHTHERIA AND TETANUS TOXOIDS, PEDIATRIC",DT,,,506,0.07%
,6-17 years,17-Jun,DIPHTHERIA TOXOID,DTOX,Female,F,8,0.00%
,6-17 years,17-Jun,DIPHTHERIA TOXOID,DTOX,Male,M,2,0.00%
Total,6-17 years,17-Jun,DIPHTHERIA TOXOID,DTOX,,,10,0.00%
,6-17 years,17-Jun,DIPHTHERIA/PERTUSSIS/POLIO (ORAL [LIVE] OR INACTIVATED NOT NOTED),DPP,Female,F,6,0.00%
,6-17 years,17-Jun,DIPHTHERIA/PERTUSSIS/POLIO (ORAL [LIVE] OR INACTIVATED NOT NOTED),DPP,Male,M,8,0.00%
,6-17 years,17-Jun,DIPHTHERIA/PERTUSSIS/POLIO (ORAL [LIVE] OR INACTIVATED NOT NOTED),DPP,Unknown,U,1,0.00%
Total,6-17 years,17-Jun,DIPHTHERIA/PERTUSSIS/POLIO (ORAL [LIVE] OR INACTIVATED NOT NOTED),DPP,,,15,0.00%
,6-17 years,17-Jun,DIPHTHERIA/TETANUS/PERTUSSIS/HEPATITIS B,DTPHEP,Female,F,1,0.00%
,6-17 years,17-Jun,DIPHTHERIA/TETANUS/PERTUSSIS/HEPATITIS B,DTPHEP,Male,M,2,0.00%
Total,6-17 years,17-Jun,DIPHTHERIA/TETANUS/PERTUSSIS/HEPATITIS B,DTPHEP,,,3,0.00%
,6-17 years,17-Jun,DIPHTHERIA/TETANUS/WHOLE PERTUSSIS-INACTIVATED POLIO VIRUS-HAEMOPHILUS INFLUENZA B (PENTACOQR),DTPIHI,Female,F,1,0.00%
,6-17 years,17-Jun,DIPHTHERIA/TETANUS/WHOLE PERTUSSIS-INACTIVATED POLIO VIRUS-HAEMOPHILUS INFLUENZA B (PENTACOQR),DTPIHI,Male,M,1,0.00%
Total,6-17 years,17-Jun,DIPHTHERIA/TETANUS/WHOLE PERTUSSIS-INACTIVATED POLIO VIRUS-HAEMOPHILUS INFLUENZA B (PENTACOQR),DTPIHI,,,2,0.00%
,6-17 years,17-Jun,DT-IPV COMBINED DT AND IPV VACCINE,DTIPV,Female,F,1,0.00%
,6-17 years,17-Jun,DT-IPV COMBINED DT AND IPV VACCINE,DTIPV,Unknown,U,1,0.00%
Total,6-17 years,17-Jun,DT-IPV COMBINED DT AND IPV VACCINE,DTIPV,,,2,0.00%
,6-17 years,17-Jun,DTP-IPV COMBINED DTP AND IPV VACCINE,DTPIPV,Female,F,5,0.00%
Total,6-17 years,17-Jun,DTP-IPV COMBINED DTP AND IPV VACCINE,DTPIPV,,,5,0.00%
